,text,likes,timestamp,Language,sentiment,overall_sentiment
1504,video bjp topple state government year arunachal uttarakhand manipur meghalaya karnataka goa madhya pradesh puducherry maharashtra ncp mp lok sabha source party,1338,08-08-2023,id,0.4019,positive
1505,pm visit north east election campaign north east what s happen manipur absolute silence modi,0,08-08-2023,en,0.0,neutral
1506,unflinche confidence indian government break back bone narcotic business manipur political militant foreign player alternate afghanistan face heat manipur grow economically,2797,08-08-2023,en,0.5106,positive
1507,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3053,08-08-2023,en,-0.3818,negative
1508,watch press conference elaborate extensively cong betray north east particularly reference current situation manipur,875,08-08-2023,en,-0.6369,negative
1509,attack kuki militants kwakta bishnupur district offering prayer narrative harass manipur fake aggressor victim,35,08-08-2023,en,-0.9062,negative
1510,帕梅拉都练八段锦 真天下无人不通共啊,85,08-08-2023,ko,0.0,neutral
1511,bjp mps north east deny situation manipur congress deputy leader loksabha ji foul mouthed nishikant dubey allow mp north east speak,1925,08-08-2023,en,-0.128,negative
1512,modi cheat wife cheat political guru advani cheat farmer cheat youth cheat vote cheat manipur short cheater deserve prime minister,496,08-08-2023,en,-0.9661,negative
1513,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,231,08-08-2023,en,-0.6808,negative
1514,government anti national ncp mp attack government issue,757,08-08-2023,en,-0.6597,negative
1515,expose speak bless particular community speak religious place bunker wholly wrong fact meiteis respect holy place mayhem lead question securitysafety live,278,08-08-2023,en,0.296,neutral
1516,confidence motion debate manipur awareness level average journalist,2466,08-08-2023,fr,0.5106,positive
1517,reason disrupt parliament discuss manipur lose credibility,0,08-08-2023,ro,-0.4019,negative
1518,assam rifle aid militant manipur police india news times india newspicocom 7cms,0,08-08-2023,en,0.0,neutral
1519,sitindemonstration hold jantar mantar today share view thought ongoing violence let stand united manipur,167,08-06-2023,en,-0.0258,neutral
1520,,1,08-07-2023,,0.0,neutral
1521,open letter prime minister modi speak manipur hope reason silence compelling mr modi find solution conflict manipur savio rodrigue,285,08-07-2023,it,0.5859,positive
1522,distance rajsthan aprx km manipur messiah women right visit obvious reason hey fraud ticket karwa du,582,08-08-2023,en,-0.5859,negative
1523,confidence motion debate manipur awareness level average journalist,2467,08-08-2023,fr,0.5106,positive
1524,welcome manipur,0,08-08-2023,en,0.4588,positive
1525,meitei hindu start attack muslims muslim help christian kukis attack hindus muslim face attack armed hindus support police government hindu kill christians,188,08-08-2023,en,-0.8625,negative
1526,aapke vichar sehmat sir totally party vise baat kijiye v v v mahila v galat chahe v party sasit rajya sarkar jimmedari leni chachiye sakht karwai manipur rajasthan,1,08-08-2023,id,0.7172,positive
1527,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,341,08-08-2023,en,-0.8442,negative
1528,pride,0,08-08-2023,pt,0.34,neutral
1529,ar manipur orphanage aka allele run,0,08-08-2023,id,0.0,neutral
1530,incredibly distressing debut parliament session regard concern pm modi bjp manipur pm parrot beti bachao rajya sabha single day speak issue despite notice issue,2147,08-08-2023,en,-0.4576,negative
1531,total chaos deliberately mislead lie reign official version government submit supreme court case rape case murder register july official statement remind gujarat,254,08-08-2023,en,-0.8885,negative
1532,modi cheat wife cheat political guru advani cheat farmer cheat youth cheat vote cheat manipur short cheater deserve prime minister,497,08-08-2023,en,-0.9661,negative
1533,unsung hero pay tribute kuki freedom fighter lunngam kuki chandel manipur lunngam kuki hail bongmol village chandel district cid ina indian national army special emissary bring message appeal leader,419,08-08-2023,en,0.9001,positive
1534,narendra modi symbol lie india ask question economy employment price rise woman safety dalit adani manipur modi open mouth lie cheat open modi,222,08-08-2023,en,-0.0516,negative
1535,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3054,08-08-2023,en,-0.3818,negative
1536,manipur rule congress till pm mms upa chairperson sonia gandhi mum day manipur burn dot india criticise pm narendra modi issue honourable pm narendra modi,7,08-08-2023,it,0.0516,neutral
1537,manipur state force tribals bullet kuki militant caption meitei whatsapp status pose ammunition belt full automatic weapon ammunition state sponsor terrorism manipur state force,161,08-08-2023,en,-0.7783,negative
1538,east india matlab gandhi hathiyaare east india matlab balatkari janta party east india matlab manipur maundhari samajhna andhbhakton,0,08-08-2023,id,0.4019,positive
1539,watch press conference elaborate extensively cong betray north east particularly reference current situation manipur,876,08-08-2023,en,-0.6369,negative
1540,heart wrench video kukizo woman beg indian army personnel leave village trust manipur police,4,08-08-2023,en,0.4767,positive
1541,house burn save central force deploy they re tell order muslim survivor who s village burn kuki terrorist,11,08-08-2023,en,0.0,neutral
1542,meitei pangalmuslim population target kuki militant video manipur suffer hand,16,08-08-2023,et,-0.0772,negative
1543,former asp manipur thounojambbrinda make detailed sensational allegation affidavit manipur cm biren singh involve drug cartel manipur watch interview karan thapar pipedvideok 0rzn3dq51w,2742,08-07-2023,en,0.0,neutral
1544,modi silent issue manipur adani issue caanrc farmer suicide post bhakts compare wealth modi coolie early you re pista understand,1,08-08-2023,en,-0.3182,negative
1545,pm abscond word continue challenge expose govt bjp fact inside parliament india jeetega bharat speech video courtesy,584,08-08-2023,en,0.296,neutral
1547,1st arm ammunition lootedhande imphal valley 2nd assam rifle remove strategic buffer zone 3rd hard deduce what s come india silence result annihilation minority manipur speak india,305,08-08-2023,en,-0.1027,negative
1548,bjp change chief minister uttarakhand election bjp change chief minister tripura election bjp change chief minister gujarat election compulsion change manipur cm gaurav gogoi belt treatment,1812,08-08-2023,en,0.0,neutral
1549,gaurav gogoi pose question pm modi inaction manipur sansad tv begin list government scheme sector success ticker read india ayurvedic herbal medicine export newslaundrycom 8n,726,08-08-2023,en,0.4019,positive
1551,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2069,08-08-2023,en,-0.7579,negative
1552,security agency work uphold law take side groupcommunity security agency responsible civilian arm lose trust agency,1,08-08-2023,en,0.7717,positive
1553,india treasonput indonesia iran replace position,0,08-08-2023,en,0.0,neutral
1554,call mr modi india heal manipur wipe tears woman child bring back love peace rebuild idea india manipur,86633,25-07-2023,en,0.7783,positive
1555,long timeopposition look coherent outsmarted bjp strategy send congress lok sabha mp surprise open batsman noconfidence motion central govt manipur issue cover reverent issue lok sabha mp,2092,08-08-2023,en,0.2732,neutral
1556,manipur prohibit indian democracy derek obrien sir point order chair what s point order derek obrien ready discussion chair suspend,1023,08-08-2023,en,0.0516,neutral
1557,assam rifle aid militant manipur police india news times india toptrendingnewslive,0,08-08-2023,en,0.0,neutral
1558,indian freedom movement role kukis indian revolt indian history basic foundation indian freedom movement ethnic kuki warrior present manipur france portal fight british consecutive,1429,07-10-2023,en,0.7783,positive
1559,shameless bjp war govt manipurindia vs kuki soo ug group favorite child strong animal arambai tenggolmeetei leepun side state commando army u govt sepoy shame,961,28-05-2023,en,-0.4767,negative
1560,european government interfere countrys internal affair mf ask mizoram govt interfere manipur internal affair mf ask,19,08-08-2023,en,0.0,neutral
1561,confidence motion debate manipur awareness level average journalist,2470,08-08-2023,fr,0.5106,positive
1562,favourite author fredrick forsyththe book nigeria civil strife north vs east resemble manipur violence oil rich east nigeria attack,0,08-08-2023,en,-0.5574,negative
1563,ncp jantar mantar newdelhi on7823,18,08-08-2023,id,0.0,neutral
1564,move noconfidence motion speak manipur issue parliament congress bjp manipur mp talk situation state show bjp ignore manipur congress mp,302,08-08-2023,en,-0.3612,negative
1566,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,232,08-08-2023,en,-0.6808,negative
1567,press conference meet family displace violence image personal photo archive report different aspect violence,44,08-08-2023,en,-0.8481,negative
1568,government silent manipur event,0,08-08-2023,nl,0.0,neutral
1569,bet single person raise voice manipur speak,81,08-08-2023,fr,0.0,neutral
1570,punjab farmer organisation protest chandigarh support tribal violence परआदवसबचओ,182,08-06-2023,en,-0.5267,negative
1571,long apolitical army especially choice make senior leadership write month manipur pause wonder caravanmagazineinsecurity,50,08-08-2023,en,0.0,neutral
1572,escapist scared enter house notrust motion debate reason defence civil war unfortunately costume makeup sycophancy cover level incompetence,72,08-08-2023,en,-0.9022,negative
1573,roar august mr lok sabha,770,08-08-2023,et,0.0,neutral
1574,kukis christian version rohingyas allow kukis migrate india nehru,224,08-08-2023,et,0.2263,neutral
1575,talk india make manipur congress mp parliament direct attack modi shah,299,08-08-2023,en,-0.4767,negative
1576,wow automatic rifle hand socalle meitei civilian part they re roam freely manipur state force state sponsor terrorism call,49,08-08-2023,en,0.6486,positive
1577,expose hollowness acclaim peace builder run short lie propaganda justify pogrom minority kukizo invoke state lie call,100,08-08-2023,en,0.2263,neutral
